CONFERENCE_ID,CENTER_ID,CONFERENCE_NAME,CONFERENCE_TIME,CONFERENCE_AMOUNT,CONFERENCE_NUM
219,102,판교역 창업카페 창업카페,평일 : 09:00~21:00,무료,-
220,102,판교역 창업카페 창업사무공간,평일 : 09:00~21:00,무료,-
224,104,청년예술창작소 스튜디오1(운영사무공간),월~금 10:00 ~ 19:00 (1시간~최대 3시간),무료,-
225,104,청년예술창작소 스튜디오2(다목적공간),월~금 10:00 ~ 19:00 (1시간~최대 3시간),무료,-
226,104,청년예술창작소 스튜디오3(전시공간),월~금 10:00 ~ 19:00 (1시간~최대 3시간),무료,-
227,104,청년예술창작소 스튜디오4(방음실),월~금 10:00 ~ 19:00 (1시간~최대 3시간),무료,-
228,105,경기도 여성비전센터 창작스튜디오,평일 : 09:00~21:00,무료,-
229,105,"경기도 여성비전센터 공유오피스,커뮤니티",평일 : 09:00~21:00,무료,6명~30명
230,105,경기도 여성비전센터 공유오피스,평일 : 09:00~21:00,무료,-
231,105,경기도 여성비전센터 영상회의실,평일 : 09:00~21:00,무료,14명이내 
232,105,경기도 여성비전센터 영상편집실,평일 : 09:00~21:00,무료,4명사용가능 
233,105,경기도 여성비전센터 대강당,평일 : 09:00~21:00,무료,최대 100명
234,105,경기도 여성비전센터 나혜석홀,평일 : 09:00~21:00,무료,최대 40명
235,106,수원시청년지원센터 청누리 자유존,"화~토 10:00~18:00(월, 공휴일 휴무)",무료,-
236,106,수원시청년지원센터 청누리 회의실,"화~토 10:00~18:00(월, 공휴일 휴무)",무료,3~8명
237,106,수원시청년지원센터 청누리 휴식존,"화~토 10:00~18:00(월, 공휴일 휴무)",무료,20명
238,107,멀티벙커(공간1986 1층),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,150명
239,107,다목적 로비(공간1986 1층),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,50명
240,107,미팅룸(공간1986 2층),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,8명
241,107,코워킹 스페이스(경기상상캠퍼스 청년1981 1층),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,50명
242,107,그루빙룸(경기상상캠퍼스 청년1981 1층),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,50명
243,107,딸기살롱(경기상상캠퍼스 생활1980 2층),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,5명
244,107,무궁화살롱(경기상상캠퍼스 생활1980 2층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,5명
245,107,교육랩2(경기상상캠퍼스 교육1964),"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,30명 
246,107,교육살롱 1~2 (경기상상캠퍼스 교육1964 1층)  ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,12명
247,107,교육랩3 (경기상상캠퍼스 교육1964 2층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,24명
248,107,교육랩4 (경기상상캠퍼스 교육1964 2층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,12명
249,107,컨퍼런스홀 (경기상상캠퍼스 교육1964 1층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,120명
250,107,무아지경 (경기상상캠퍼스 생생1990 2층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,20명
251,107,연습실4 (경기상상캠퍼스 공작1967) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,4명
252,107,교육실1 (경기상상캠퍼스 디자인1978 2층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,30명
253,107,교육실3 (경기상상캠퍼스 디자인1978 2층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,15명
254,107,전시실 (경기상상캠퍼스 디자인1978 1층) ,"화-일 10:00-18:00(월요일, 공휴일 제외)",무료,120명
255,109,수원청년바람지대 소회의실,[월~금] 10:00~21:00 / 토 10:00~18:00,무료,10명
256,109,수원청년바람지대 오픈라운지,[월~금] 10:00~21:00 / 토 10:00~18:00,무료,40명
257,110,청년스테이션 코리빙랩, 월~금 10:00~22:00 / 토~일 10:00~18:00 ,무료,100명
258,110,청년스테이션 청년활력공간, 월~금 10:00~22:00 / 토~일 10:00~18:00 ,무료,15명
259,110,청년스테이션 소담키친, 월~금 10:00~22:00 / 토~일 10:00~18:00,무료,20명
260,110,청년스테이션 소담라운지, 월~금 10:00~22:00 / 토~일 10:00~18:00,무료,5명
261,110,청년스테이션 커뮤니티룸1, 월~금 10:00~22:00 / 토~일 10:00~18:00,무료,8명
262,110,청년스테이션 커뮤니티룸2, 월~금 10:00~22:00 / 토~일 10:00~18:00,무료,15명
263,111,청년협업마을 포토스튜디오,월~토 10:00~21:00,무료,10명
264,111,청년협업마을 뮤직스튜디오1,월~토 10:00~21:01,무료,3명
265,111,청년협업마을 뮤직스튜디오2,월~토 10:00~21:02,무료,10명
266,111,청년협업마을 미디어스튜디오,월~토 10:00~21:03,무료,2명
267,111,청년협업마을 플레이스튜디오,월~토 10:00~21:04,무료,10명
268,111,청년협업마을 콘텐츠제작실,월~토 10:00~21:05,무료,10명
269,111,청년협업마을다목적홀,월~토 10:00~21:06,무료,100명
270,111,청년협업마을 오픈라운지3,월~토 10:00~21:07,무료,10명
271,113,청년큐브-디지털제조스튜디오 제조스튜디오,평일 09:00 ~ 18:00,무료,-
272,113,청년큐브-디지털제조스튜디오 촬영스튜디오,평일 09:00 ~ 18:00,무료,-
273,113,청년큐브-디지털제조스튜디오 장비활용,평일 09:00 ~ 18:00,무료,-
274,114,청년큐브-초지캠프 스튜디오,평일 09:00 ~ 18:00,무료,-
275,114,청년큐브-초지캠프 창업공간,평일 09:00 ~ 18:00,무료,-
276,114,청년큐브-초지캠프 회의실,평일 09:00 ~ 18:00,무료,-
277,114,청년큐브-초지캠프 세미나실,평일 09:00 ~ 18:00,무료,-
278,114,청년큐브-초지캠프 전시장,평일 09:00 ~ 18:00,무료,-
279,114,청년큐브-초지캠프 다목적실,평일 09:00 ~ 18:00,무료,-
280,114,청년큐브-초지캠프 대회의실,평일 09:00 ~ 18:00,무료,-
281,114,청년큐브-초지캠프 공용휴게실,평일 09:00 ~ 18:00,무료,-
282,115,청년큐브- 예대캠프 창업공간,평일 09:00 ~ 18:00,무료,-
283,115,청년큐브- 예대캠프 세미나실,평일 09:00 ~ 18:00,무료,-
284,115,청년큐브- 예대캠프 다목적실,평일 09:00 ~ 18:00,무료,-
285,115,청년큐브-초지캠프 다용도실,평일 09:00 ~ 18:00,무료,-
286,116,청년큐브-한양캠프 세미나실,평일 09:00 ~ 18:00,무료,-
287,116,청년큐브-한양캠프 창업공간,평일 09:00 ~ 18:00,무료,-
288,117,경기내일스퀘어 안산 '상상대로' 원하는대로 다목적실,평일 09:00 ~ 18:00,무료,-
289,117,경기내일스퀘어 안산 '상상대로' 오픈라운지,평일 09:00 ~ 18:00,무료,-
290,117,경기내일스퀘어 안산 '상상대로' 마음먹은대로 강의실 1·2/세미나실,평일 09:00 ~ 18:00,무료,-
291,118,동안청소년수련관 청소년자유공간 '포텐',"월~금요일 : 14:00~20:00
토요일 : 10:00~19:00
일요일(공휴일) : 10:00~17:00",무료,-
292,118,동안청소년수련관 다목적체육관,월~토요일 : 06:00~22:00 / 일요일 : 09:00~18:00,무료,-
293,118,동안청소년수련관 휘트니스룸,월~토 06:00~22:00,"청소년 정기회원: 21,000원	일일 : 1,500원
성인	정기회원 : 32,000원 일일 : 3,000원",-
294,118,동안청소년수련관 라켓볼장,"월~금요일, 토/일요일 : 강습반, 게임반 운영중","평일 : 청소년 33,000원/성인 50,000원 주말 : 청소년 22,000원/성인 33,000원",-
295,118,"동안청소년수련관 동아리실(지하1층 끼나래실, 춤나래실)","월~토요일 : 09:00~21:00, 일요일 : 09:00~18:00",무료,-
296,118,동안청소년수련관문예극장(수련관 4층),목요일 : 16:00~21:00    ,"청소년 20000원, 성인 30000원(2시간당)",-
297,119,만안 청년오피스 매니저존,오전10:00~오후21:00,무료,-
298,119,만안 청년오피스 라운지 탕비실,오전10:00~오후21:00,무료,-
299,119,만안 청년오피스 라운지,오전10:00~오후21:00,무료,-
300,119,만안 청년오피스 라운지 중회의실,오전10:00~오후21:00,무료,50명
301,119,만안 청년오피스 라운지 소회의실,오전10:00~오후21:00,무료,12명
302,119,만안 청년오피스 오피스,오전10:00~오후21:00,무료,6명
303,119,만안 청년오피스 오피스,오전10:00~오후21:00,무료,10명
304,119,만안 청년오피스  오피스 회의실,오전10:00~오후21:00,무료,6명
305,120,동안 청년오피스 오픈무대,오전 10:00~오후 21:00,무료,-
306,120,동안 청년오피스 오픈공간,오전10:00~오후21:00,무료,108명
307,120,동안 청년오피스 스타트업실,오전10:00~오후21:00,무료,50명
308,120,동안 청년오피스 회의실,오전 10:00~오후 21:00,무료,-
309,120,동안 청년오피스 공용PC존,오전10:00~오후21:00,무료,-
310,120,동안 청년오피스 매니저존A/B,오전 10:00~오후 21:00,무료,16명
311,122,양주시청년센터 오픈라운지,평일 9:00 ~ 18:00,무료,15명
312,122,양주시청년센터 프로그램실,평일 9:00 ~ 18:00,무료,20명
313,122,양주시청년센터 공동작업실,평일 9:00 ~ 18:00,무료,8명
314,122,양주시청년센터 1인 미디어실,평일 9:00 ~ 18:00,무료,1명
315,122,양주시청년센터 세미나실,평일 9:00 ~ 18:00,무료,12명
316,123,양평 청년공간 딴딴회관 윗딴,평일 10:00~21:00,무료,10명
317,123,양평 청년공간 딴딴회관 아랫딴,평일 10:00~21:00,무료,20명
318,123,양평 청년공간 딴딴회관 딴딴정원,평일 10:00~21:00,무료,-
319,126,여주시청년활동지원센터(내일스퀘어) 커뮤니티홀,평일(월~금) 10:00~21:00 토 09:00~18:00,무료,-
320,126,여주시청년활동지원센터(내일스퀘어) 스터디룸,평일(월~금) 10:00~21:00 토 09:00~18:00,무료,1명~10명
321,126,여주시청년활동지원센터(내일스퀘어) 공유부엌과 오픈카페,평일(월~금) 10:00~21:00 토 09:00~18:00,무료,-
322,126,여주시청년활동지원센터(내일스퀘어) 공유 오피스,평일(월~금) 10:00~21:00 토 09:00~18:00,무료,-
323,127,연천군 청년센터 공유공간,"주중 09:00 ~ 21:00 (토, 일, 공휴일 휴관)",무료,-
324,127,연천군 청년센터 청년모임방 1,"주중 09:00 ~ 21:00 (토, 일, 공휴일 휴관)",무료,8명
325,127,연천군 청년센터 청년모임방 2,"주중 09:00 ~ 21:00 (토, 일, 공휴일 휴관)",무료,8명
326,127,연천군 청년센터 방송실,"주중 09:00 ~ 21:00 (토, 일, 공휴일 휴관)",무료,-
327,127,연천군 청년센터 공유주방,"주중 09:00 ~ 21:00 (토, 일, 공휴일 휴관)",무료,-
328,130,오산청년일자리카페 이루잡 일자리상담창구,평일 09:00~18:00,무료,2명
329,130,오산청년일자리카페 이루잡 라운지,평일 09:00~22:00 / 주말 10:00~18:00,무료,20명
330,130,오산청년일자리카페 이루잡 세미나실,평일 09:00~22:00 / 주말 10:00~18:00,무료,20명
331,130,오산청년일자리카페 이루잡 오픈데스크,평일 09:00~22:00 / 주말 10:00~18:00,무료,24명
332,130,오산청년일자리카페 이루잡 미팅룸,평일 09:30~21:30 / 주말 10:30~17:30,무료,8명
333,130,오산청년일자리카페 이루잡  AI스튜디오,평일 09:30~21:30 / 주말 10:30~17:30,무료,3명
334,130,오산청년일자리카페 이루잡 OA룸,평일 09:00~22:00 / 주말 10:00~18:00,무료,1명
335,130,오산청년일자리카페 이루잡 모두의서재,평일 09:00~22:00 / 주말 10:00~18:00,무료,15명
336,130,오산청년일자리카페 이루잡 개인학습공간,평일 09:00~22:00 / 주말 10:00~18:00,무료,8명
337,130,오산청년일자리카페 이루잡 포레스트존,평일 09:00~22:00 / 주말 10:00~18:00,무료,20명
338,130,오산청년일자리카페 이루잡 공유주방,평일 09:00~22:00 / 주말 10:00~18:00,무료,8명
339,130,오산청년일자리카페 이루잡 개인상담실,평일 09:00~22:00 / 주말 10:00~18:00,무료,2명
340,131,용인청년LAB 수지 일할LAB (코워킹룸),평일 10:00~22:00 / 토요일 10:00~18:00,무료,14명
341,131,용인청년LAB 수지 마실LAB (공유카페),평일 10:00~22:00 / 토요일 10:00~18:00,무료,10명
342,131,용인청년LAB 수지 다할LAB1~3 (다목적룸),평일 10:00~22:00 / 토요일 10:00~18:00,무료,최대 40명
343,131,용인청년LAB 수지 찍어볼LAB (미디어룸),평일 10:00~22:00 / 토요일 10:00~18:00,무료,4명
344,131,용인청년LAB 수지 먹을LAB (공유주방),평일 10:00~22:00 / 토요일 10:00~18:00,무료,8명
345,131,용인청년LAB 수지 쉴LAB (휴게공간),평일 10:00~22:00 / 토요일 10:00~18:00,무료,10명
346,131,용인청년LAB 수지 모일LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,34명
347,132,용인청년LAB 기흥 일할LAB (코워킹룸),평일 10:00~22:00 / 토· 일 10:00~18:00,무료,40명
348,132,용인청년LAB 수지 읽을LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,20명
349,132,용인청년LAB 수지 다할LAB,평일 10:00~22:00 / 토요일 10:00~18:00 (4시간까지 이용가능),무료,2~3명
350,132,용인청년LAB 수지 나눌 LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,5명
351,132,용인청년LAB 수지 움직일 LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,2~4명
352,132,용인청년LAB 수지 먹고 마실 LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,18명
353,133,용인청년LAB 수지 다할LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,24명
354,133,용인청년LAB 수지 모일 LAB,평일 10:00~22:00 / 토요일 10:00~18:00,무료,6명
355,133,용인청년LAB 수지 OA실,평일 10:00~22:00 / 토요일 10:00~18:00,무료,-
356,134,드림1인창업지원센터 개방형 사무공간 ,월~금 : 09:00~21:00,무료,"33명(고정석 30, 자유석 3석)"
357,134,드림2인창업지원센터 개방형 대회의실,월~금 : 09:00~21:00,무료,-
358,134,드림3인창업지원센터 개방형 중회의실,월~금 : 09:00~21:00,무료,-
359,134,드림4인창업지원센터 개방형 촬영스튜디오,월~금 : 09:00~21:00,무료,-
360,134,드림3인창업지원센터 개방형 중회의실,월~금 : 09:00~21:00,무료,-
361,134,드림4인창업지원센터 개방형 폰부스,월~금 : 09:00~21:00,무료,-
362,134,드림4인창업지원센터 개방형 휴게실,월~금 : 09:00~21:00,무료,-
363,135,"보정역 생활문화센터 '청년, 문화 놀다' 어울림방","화~금 10:00~21:00, 토요일 10:00~17:00",무료,8~10명
364,135,"보정역 생활문화센터 '청년, 문화 놀다' 두드림방","화~금 10:00~21:00, 토요일 10:00~17:00",무료,5~8명
365,135,"보정역 생활문화센터 '청년, 문화 놀다' 흥겨운방","화~금 10:00~21:00, 토요일 10:00~17:00",무료,5~6명
366,135,"보정역 생활문화센터 '청년, 문화 놀다' 다목적실","화~금 10:00~21:00, 토요일 10:00~17:00",무료,10~6명
367,135,"보정역 생활문화센터 '청년, 문화 놀다' 마주침공간","화~금 10:00~21:00, 토요일 10:00~17:00",무료,50명
368,135,"보정역 생활문화센터 '청년, 문화 놀다' 편의시설(수유실)","화~금 10:00~21:00, 토요일 10:00~17:00",무료,-
369,136,청년발전소 포일센터 다목적공간,평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,-
370,136,청년발전소 포일센터 강의실(회의실),평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,최대 20명
371,136,청년발전소 포일센터 스터디룸,평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,-
372,139,청년발전소 고천센터 다목적공간,평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,-
373,139,청년발전소 고천센터 강의실(회의실),평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,최대 7명
374,139,청년발전소 고천센터 스터디룸,평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,-
375,139,청년발전소 고천센터 음악실,평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,-
376,139,청년발전소 고천센터 독서실,평일 09:00~21:00 / 토요일 : 9:00~18:00 ,무료,-
377,140,의정부 청년공감터 다목적공간,평일 10:00~21:00 / 토요일 : 10:00~16:00,무료,최대 4명
378,140,의정부 청년공감터 상담실,평일 10:00~21:00 / 토요일 : 10:00~16:00,무료,최대 5명
379,140,의정부 청년공감터 다목적실1,평일 10:00~21:00 / 토요일 : 10:00~16:00,무료,최대 24명
380,140,의정부 청년공감터 열린서재,평일 10:00~21:00 / 토요일 : 10:00~16:00,무료,최대 12명
381,141,파주시 청년공간 GP1934 라운지,"평일 10:00~21:00, 토요일 09:30~17:30",무료,-
382,141,"파주시 청년공간 GP1934 스터디룸 1,2","평일 10:00~21:00, 토요일 09:30~17:30",무료,-
383,141,파주시 청년공간 GP1934 상담실&수다방,"평일 10:00~21:00, 토요일 09:30~17:30",무료,-
384,141,파주시 청년공간 GP1934 미디어룸,"평일 10:00~21:00, 토요일 09:30~17:30",무료,-
385,141,파주시 청년공간 GP1934 세미나실,"평일 10:00~21:00, 토요일 09:30~17:30",무료,-
386,142,"평택시청년지원센터 청년쉼,표 댄스연습실",평일 10:00~21:00 / 토요일 09:00~17:00,무료,15명
387,142,"평택시청년지원센터 청년쉼,표 콘텐츠제작실",평일 10:00~21:00 / 토요일 09:00~17:00,무료,10명
388,142,"평택시청년지원센터 청년쉼,표 밴드연습실",평일 10:00~21:00 / 토요일 09:00~17:00,무료,10명
389,142,"평택시청년지원센터 청년쉼,표 개인연습실",평일 10:00~21:00 / 토요일 09:00~17:00,무료,3명
390,142,"평택시청년지원센터 청년쉼,표 커뮤니티룸",평일 10:00~21:00 / 토요일 09:00~17:00,무료,30명
391,142,"평택시청년지원센터 청년쉼,표 그룹스터디룸1",평일 10:00~21:00 / 토요일 09:00~17:00,무료,8명
392,142,"평택시청년지원센터 청년쉼,표 그룹스터디룸2",평일 10:00~21:00 / 토요일 09:00~17:00,무료,8명
393,142,"평택시청년지원센터 청년쉼,표 공유오피스",평일 10:00~21:00 / 토요일 09:00~17:00,무료,10명
394,142,"평택시청년지원센터 청년쉼,표 교육실",평일 10:00~21:00 / 토요일 09:00~17:00,무료,10명
395,142,"평택시청년지원센터 청년쉼,표 1인스터디룸1",평일 10:00~21:00 / 토요일 09:00~17:00,무료,1명
396,142,"평택시청년지원센터 청년쉼,표 1인스터디룸2",평일 10:00~21:00 / 토요일 09:00~17:00,무료,1명
397,142,"평택시청년지원센터 청년쉼,표 1인스터디룸3",평일 10:00~21:00 / 토요일 09:00~17:00,무료,1명
398,142,"평택시청년지원센터 청년쉼,표 공유부엌",평일 10:00~21:00 / 토요일 09:00~17:00,무료,20명
399,142,"평택시청년지원센터 청년쉼,표 다목적실",평일 10:00~21:00 / 토요일 09:00~17:00,무료,50명
400,143,포천시 청년센터  오픈라운지,월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,-
401,143,포천시 청년센터  스터디실,월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,-
402,143,포천시 청년센터  세미나실A,월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,45명
403,143,포천시 청년센터  세미나실B,월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,20명
404,143,포천시 청년센터  회의실,월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,8명
405,143,포천시 청년센터  창업사무실A/B,월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,-
406,143,VR면접실(준비중),월 ~ 금 10:00 ~ 20:50 / 토요일 10:00 ~ 16:50,무료,1명
407,146,하남 일자리카페 'ILMAREN' 계단식 교육장,월~금요일 09:00~18:00(주말 및 공휴일 휴무),무료,5~50명
408,146,하남 일자리카페 'ILMAREN' 계단식 세미나실,월~금요일 09:00~18:00(주말 및 공휴일 휴무),무료,5~50명
409,146,하남 일자리카페 'ILMAREN' 소교육장,월~금요일 09:00~18:00(주말 및 공휴일 휴무),무료,5~50명
410,147,하남시 청년해냄센터 강의실1,월~금 09:00~18:00(토요일․공휴일 휴무),무료,12명
411,147,하남시 청년해냄센터 강의실2,월~금 09:00~18:00(토요일․공휴일 휴무),무료,16명
412,147,하남시 청년해냄센터 강의실3,월~금 09:00~18:00(토요일․공휴일 휴무),무료,8명
413,148,화성시 청년지원센터 HEY 공유라운지,"월, 금: 09:00~18:00 / 화, 수, 목: 09:00~21:00 / 토: 10:00~18:00",무료,8~20명
414,148,화성시 청년지원센터 HEY 공유주방,"월, 금: 09:00~18:00 / 화, 수, 목: 09:00~21:00 / 토: 10:00~18:00",무료,2~8명
415,148,화성시 청년지원센터 HEY 세미나실,"월, 금: 09:00~18:00 / 화, 수, 목: 09:00~21:00 / 토: 10:00~18:00",무료,2~6명
416,151,강동 일자리카페_AI면접체험룸,3시간,무료,1명
417,151,강동 일자리카페_세미나룸1,3시간,무료,2~6명
418,151,강동 일자리카페_세미나룸2,3시간,무료,2~6명
419,152,건국대학교 job cafe 상담실,평일(월-금) 9:00~17:00,무료,24석
420,152,건국대학교 job café 세미나실,평일(월-금) 9:00~17:00,무료,17석
421,152,건국대학교 job cafe 잡카페,평일(월-금) 9:00~17:00,무료,스터디 좌석 28석
422,153,구로청년공간 청년이룸_스터디룸,평일(금요일) 11:00 ~ 19:00,무료,4명
423,153,구로청년공간 청년이룸_스터디룸,"평일(월-금),토 11:00 ~ 19:00",시간당 3000원,4명
424,154,청년내일 셀프스튜디오,평일(월-금) 주말 (토) 10:00~13:00,무료,1명
425,154,청년내일 내일톡톡,평일(월-금) 주말 (토) 10:00~13:00,무료,2~5명
426,155,노량진청년일자리센터 다목적홀,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00",무료,6~30명
427,155,노량진청년일자리센터 공유공간,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00, 4시간",무료,
428,155,노량진청년일자리센터 다목적홀,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00, 4시간",무료,
429,155,노량진청년일자리센터 면접정장 대여실,평일(월-금) 09:00~18:00,무료,
430,155,노량진청년일자리센터 실습형 프로그램실,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00",무료,24명
431,155,노량진청년일자리센터  세미나룸 1,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00, 4시간",무료,3~6명
432,155,노량진청년일자리센터  세미나룸 2,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00, 4시간",무료,3~7명
433,155,노량진청년일자리센터 직업교육실,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00",무료,30명
434,155,노량진청년일자리센터 셀프스튜디오,"평일(월-금) 09:00~22:00, 토요일 09:00~18:00",무료,
435,157,청년일다방 스터디룸,"평일(월-금) 10:00~17:00, 2시간",무료,2~8명
436,158,양천 청년일자리카페 세미나룸,"평일(화-금),토:10:00-22:00",무료,
437,158,양천 청년일자리카페 스터디룸2-1,"평일(화-금),토:10:00-22:00",무료,
438,158,양천 청년일자리카페 스터디룸2-2,"평일(화-금),토:10:00-22:00",무료,
439,158,양천 청년일자리카페 스터디룸2-3,"평일(화-금),토:10:00-22:00",무료,
440,158,양천 청년일자리카페 스터디룸2-4,"평일(화-금),토:10:00-22:00",무료,
441,158,양천 청년일자리카페 스터디룸2-5,"평일(화-금),토:10:00-22:00",무료,
442,159,청년활력소 자기소개영상실,"평일(월-금) 10:00~18:00, 3시간",무료,
443,159,청년활력소 화상면접실1,"평일(월-금) 10:00~18:00, 3시간",무료,
444,159,청년활력소 화상면접실2,"평일(월-금) 10:00~18:00, 3시간",무료,
445,159,청년활력소 화상면접실3,"평일(월-금) 10:00~18:00, 3시간",무료,
446,160,청년활력소2 스터디카페1,"평일(월-금), 주말(토) 10:00~18:00, 3시간",무료,4인
447,160,청년활력소2 스터디카페2,"평일(월-금), 주말(토) 10:00~18:00, 3시간",무료,6인
448,163,[서울청년센터 강북오랑] 스튜디오실 '남겨보시게',"평일(월~금) 10:00~21:00, 토 10:00~17:00",무료,1~5인
449,2,서울청년센터 강동오랑 오랑홀 대관,"평일(월~금) 10:00~21:00, 토 10:00~17:00",무료,8~25인
450,2,서울청년센터 강동오랑 강의실 대관,"평일(월~금) 10:00~21:00, 토 10:00~17:00",무료,2~6인
451,2,서울청년센터 강동오랑 스튜디오 대관,"평일(월~금) 10:00~21:00, 토 10:00~17:00",무료,2~6인
452,2,서울청년센터 강동오랑 소셜라운지 대관,"평일(월~금) 10:00~21:00, 토 10:00~17:00",무료,2~6인
